filename_img;filename_ots;filename_ann;text_ots;text_ann
minangkabau_1_img.png;minangkabau_1_ots.txt;minangkabau_1_ann.txt;Siapolah garan urang nan tasabuik -- nan basuriah bak sipasin -- nan babaun bak ambacang -- nan tacelak tampak jauah -- nan tabarombong tampak hampia -- urangnyo kayo suko dimakan -- pangasiah di anak dagang. Asainya rajo sunduik -- rajo badiri sen- dirinyo -- bukanlah rajo dang babali -- iyolah di ranah Duo Baleh Koto. Nan di pinang linggayuran -- nan di karambia rimbun daun -- iyo di kampuang tajorok mudiak -- sananlah baliau menjadi;Siapolah garan urang nan tasabuik -- nan basuriah bak sipasin -- nan babaun bak ambacang -- nan tacelak tampak jauah -- nan tabarombong tampak hampia -- urangnyo kayo suko dimakan -- pangasiah di anak dagang. Asalnya rajo sunduik -- rajo badiri sen-dirinya -- bukanlah rajo dang babali -- iyolah di ranah Duo Baleh Koto. Nan di pinang linggayuran -- nan di karambia rimbun daun -- iyo di kampuang tajorok mudiak -- sananlah baliau menjadi.
minangkabau_2_img.png;minangkabau_2_ots.txt;minangkabau_2_ann.txt;Kununlah dek Tuanku Rajo Mudo -- sananglah hati mangiroi -- dilapeh malah urang jo suko hati -- galak tasanyum samaso itu. Sadang dek urang nan banyak nantun -- lalu dikakok karajo masiang-masiang -- satangah pai ka rimbo -- pai mancari pakayu- an -- ado nan pai manangkok taranak kabau jo bantiang -- sa- tangah manumbuak padi -- ado pulo nan pai malapeh ganangan aia -- iyo manangguak ikan untuak ka baralek -- cukuik bajabatan masiang-masiang.;Kununlah dek Tuanku Rajo Mudo -- sananglah hati mangiroi -- dilapeh malah urang jo suko hati -- galak tasanyum samaso itu. Sadang dek urang nan banyak nantun -- lalu dikakok karajo masing-masing -- satangah pai ka rimbo -- pai mancari pakayu-an -- ado nan pai manangkok taranak kabau jo bantian -- satangah manumbuak padi -- ado pulo nan pai malapeh ganangan aia -- iyo mananguak ikan untuak ka baralek -- cukuik bajabatan masing-masing.
minangkabau_3_img.png;minangkabau_3_ots.txt;minangkabau_3_ann.txt;Kok dialiah ujuang tali tali ka pangabek gamba antah takabek antah tidak banda urang kami bandakan Kok dialiah ujuang nyanyi nyanyi talereng bakeh kaba antah dapek antah moh tidak kaba dari urang nan dikabakan;"Kok dialiah ujuang tali
tali ka pangabek gamba
antah takabek antah tidak
banda urang kami bandakan
Kok dialiah ujuang nyanyi
nyanyi talereng bakeh kaba
antah dapek antah moh tidak
kaba dari urang nan dikabakan"
minangkabau_4_img.png;minangkabau_4_ots.txt;minangkabau_4_ann.txt;Siapolah garan urang nan tasabuik -- nan basuriah bak sipasin -- nan babaun bak ambacang -- nan tacelak tampak jauah -- nan tabarombong tampak hampia -- urangnyo kayo suko dimakan -- pangasiah di anak dagang. Asalnya rajo sunduik -- rajo badiri sen- dirinyo -- bukanlah rajo dang babali -- iyolah di ranah Duo Baleh Koto. Nan di pinang linggayuran -- nan di karambia rimbun daun -- iyo di kampuang tajorok mudiak -- sananiah baliau menjadi;Siapolah garan urang nan tasabuik -- nan basuriah bak sipasin -- nan babaun bak ambacang -- nan tacelak tampak jauah -- nan tabarombong tampak hampia -- urangnyo kayo suko dimakan -- pangasiah di anak dagang. Asalnya rajo sunduik -- rajo badiri sen-dirinya -- bukanlah rajo dang babali -- iyolah di ranah Duo Baleh Koto. Nan di pinang linggayuran -- nan di karambia rimbun daun -- iyo di kampuang tajorok mudiak -- sananlah baliau menjadi
minangkabau_5_img.png;minangkabau_5_ots.txt;minangkabau_5_ann.txt;Malang nan tidak dapek ditulak -- mujua nan tidak dapek di- raiah -- alah malang nan tibo di diri Tuanku Rajo Mudo -- sarato Puti Rando Kayo -- jatuah sakik kaduonyo. Alah sahari duo hari inyo sakik -- lah sampai tujuah hari ka lamonyo -- sakik batambah lajak juo -- sanan manangih Puti Bungsu -- manangih sambia bapantun -- bapantun bahibo hati;Malang nan tidak dapek ditulak -- mujua nan tidak dapek di-riah -- alah malang nan tibo di diri Tuanku Rajo Mudo -- sarato Puti Rando Kayo -- jatuah sakik kaduonyo. Alah sahari duo hari inyo sakik -- lah sampai tujuah hari ka lamonyo -- sakik batambah lajak juo -- sanan manangih Puti Bungsu -- manangih sambia bapantun -- bapantun bahibo hati
minangkabau_6_img.png;minangkabau_6_ots.txt;minangkabau_6_ann.txt;Haisgnv. Kato nan tidak bajawab lai -- tidaklah ado dayo upayo lai -- kok ubek alah bamacam-macam -- kok dukun alah banyak pulo -- tapi panyakik batambah lajaik juo -- banduanglah ratok samaso itu -- Allahu Rabbi nan ka tahu -- manangih manggaruang panjang -- maratok babuah pantun;Kato nan tidak bajawab lai -- tidaklah ado dayo upayo lai -- kok ubek alah bamacam-macam -- kok dukun alah banyak pulo -- tapi panyakik batambah lajaik juo -- banduanganlah ratok samaso itu -- Allahu Rabbi nan ka tahu -- manangih manggaruang panjang -- maratok babuah pantun
minangkabau_7_img.png;minangkabau_7_ots.txt;minangkabau_7_ann.txt;Manyumpik badamak tidak kanailah anak ruku-ruku Baniniak bamamak tidak bagantuang di urang nan basuku Ayam kinantan putiah cotok disabung nak rang Padang Tarok Bagai gunung Bapak denai harok kini manjadi buah ratok;"Manyumpik badamak tidak 
kanailah anak ruku-ruku
Baniniak bamamak tidak
beagantuang di urang nan basuku
Ayam kinantan putiah cotok 
disabung anak rang Padang Tarok
Bagai gunung Bapak denai harok
kini menjadi buah ratok"
minangkabau_8_img.png;minangkabau_8_ots.txt;minangkabau_8_ann.txt;Bapak kanduang kan lah tahu juo -- kok lai bana denai bakakak laki-laki -- nan banamo Kambang Luari -- gadangnyo nan bak birah di tapi lasuang -- akalnyo kurang pandapek balun -- kok badannyo iyolah gadang -- tapi tak dapek tampek batenggang -- sabab samaso dahulunyo -- kakak nan sangaik Bapak manjokan -- gadangnyo tabao di ruwehnyo sajo -- tidak nyo tahu di ranggeh nan ka malantiang -- tidaknyo tahu di duri nan ka mancucuak -- inyo bahati gadang satiok hari -- di mano galanggang nan rami di mano sorak nan banyak -- inyo lah ado nan di sanan -- sabuang jo judi karajonyo. Koknyo adiak kanduang hambo -- nan banamo Cindai Taberai -- sadangnyo ketek baru kini -- sadang baumua limo tahun -- tidaklah dapek lawan baiyo.;Bapak kanduang kan lah tahu juo -- kok lai bana denai bakakak laki-laki -- nan banamo Kambang Luari -- gadangnyo nan bak birah di tapi lasuang -- akalnyo kurang pandapek balun -- kok badannyo iyolah gadang -- tapi tak dapek tampak batenggang -- sabab samaso dahulunyo -- kakak nan sangaik Bapak manjokan -- gadangnyo tabao di ruwehnya sado -- tidak nyo tahu di rangeh nan ka malantiang -- tidaknyo tahu di duri nan ka mancucuak -- inyo bahati gadang satiok hari -- di mano galanggangan nan rami di mano sorak nan banyak -- inyo lah ado nan di sanan -- sabuang jo judi karajonyo. Koknyo adiak kanduang hambo -- nan banamo Cindai Taberai -- sadangnyo ketek baru kini -- sadang baumua limo tahun -- tidaklah dapek lawan baiyo.''
minangkabau_9_img.png;minangkabau_9_ots.txt;minangkabau_9_ann.txt;Bunyi tangih mahisak-hisak -- bunyi ratok mandayu-dayu -- takajuik urang nan banyak -- lah gampa urang di dalam kam- puang -- hiru biru urang nan banyak -- dek mandanga rajo nan lah barapulang -- mangkatnyo sarangkek jo parmaisuri -- iyolah Puti Rando Kayo. Allahu Rabbi banyaknyo ummat -- nan datang man- janguak -- tidaklah tamuek di rumah gadang -- nan di halaman alah panuah pulo.;Bunyi tangih mahisak-hisak -- bunyi ratok mandayu-dayu -- takajuk urang nan banyak -- lah gampa urang di dalam kam-puang -- hiru biru urang nan banyak -- dek mandanga rajo nan lah barapulang -- mangkatnyo sarangek jo parmaisuri -- iyolah Puti Rando Kayo. Allahu Rabbi banyaknyo ummat -- nan datang man-janguak -- tidaklah tamuek di rumah gadang -- nan di halaman alah panuah pulo.
minangkabau_10_img.png;minangkabau_10_ots.txt;minangkabau_10_ann.txt;Tidaklah lamo antaronyo -- alah digali malah pandam pakuburan -- lalu dimandikan maik kaduonyo -- kapan bacabiak hanyo lai -- alah sudah pulo maik dikapani -- lalu disambahyang- kan sakali. Alah salasai sado nan paralu -- lalu dihosong malah maik basamo-samo -- sananlah banduang bunyi ratok. Allahu Rabbi bunyi tangih -- ramuaklah hati mandangakan -- saraso ka taban bumi nangko.;Tidaklah lamo antaronyo -- alah digali malah pandam pakuburan -- lalu dimandikan maik kaduonyo -- kapan bacabaik hanya loi -- alah sudah pulo maik dikapani -- lalu disambayhang-kan sakali. Alah salasai sado nan paralu -- lalu dihosong malah maik basamo-samo -- sananlah banduang bunyi ratok. Allahu Rabbi bunyi tangih -- ramuaklah hati mandangakan -- saraso ka taban bumi nangko.
